id,nqubits,gamma
aktbtkgrurslqjmkxbgsvnhqykxmmm,5.0,2.6080285853846044
akupajhyrkvzulsejxrtqxjqygehlk,5.0,1.4118446129411533
akwbckgznblizkwqzxqkezjcvukjsy,5.0,0.4902887813363017
akwrtmgogjcimjvtserppjeflnbqwa,5.0,0.834433233901427
akxhiywtshcnifofbzrjzpidhqclhy,5.0,1.214654209999886
akyiuoewqfadpkwlcxsilahyvviqwx,5.0,0.631183949753027
alareaawrpgtljuybsoxasgitvpdpk,5.0,1.5125735130097309
alegdaooxslmsiudyopuwffkdgyzzw,5.0,0.9879922120510851
aleuuxyqwwzeyrxwmrmalwhnlpsbfv,5.0,1.7402453244930536
alhjtigyivabvrttkhpugkurwjrpta,5.0,1.167065812173001
alinvuhwbgltdctkpnxrviezgtpokv,5.0,1.6804045224473005
allhhswtaqdveozqklsalfjnqzhsnh,5.0,0.4941185926672299
alpgndlclwekbwwmhssvazgxxwhnnx,5.0,0.4785001433332884
alqmrqooamkqdhwmtlydfrijyqmpzi,5.0,1.6804045224473005
alrqttxieavylcavybohsvyaiwkhti,5.0,1.167065812173001
aluzpyjdquyfpfaivivbgsvqtovusi,5.0,0.8636355452997546
alvvqnaksxlfeggqtxsjkubjdllyta,5.0,1.3370436103839622
alybevoxwdviifgmynglmjhojdfogh,5.0,1.2277743058484172
alyikpwlckavtjddchzddmvtorpyth,5.0,1.262242607826771
alytopdenosietwlhzykendmqqljae,5.0,1.4426794562202914
amatrchsjehqejnejggadslbccfguc,5.0,0.737820258998559
amcceyitqgbssfygmpuwyevyrdeouv,5.0,0.5757713670586599
amedsdmqnlhawqvkpokmjzxmxbjmuq,5.0,1.041041083064645
amlciqqxvuruhvnzmfuneclmqswgkm,5.0,0.857180218779069
amltquatfayuggfsuryylbxwziqazg,5.0,1.61039078405377
ammenkhjwylzkoahjgmezpvihzihcj,5.0,1.5291699854521077
amylyjofnfhhrkhkwjvvhykrxndbwv,5.0,0.7548449671805756
ancfoucsiceivebgmavuspvtbagkqy,5.0,0.5678424607875974
andjllczvktntwquorhnxujdmaixln,5.0,0.7521820514895395
anjgtgmjqthxvvtybngxiykpwtjako,5.0,1.4814562959459396
anjwzpytvrzguzqfkyjijlqfbgwwsn,5.0,1.1165003344443396
ankettjzprifpgbrbvnicdfrlyyzzf,5.0,1.940382886935074
anlemkcaoxwvykslmirhcmrqkzpyav,5.0,2.594624245726356
anmfwjawaxsnaycexayhwzbqzjejou,5.0,1.2691841408640783
annpkqgqdfppwzakhqewdpxcyghdgm,5.0,1.6031799674072564
anohqhhpfmrvqwvskqtsorlmiilwvk,5.0,2.5520007644442044
anoixaieggjzeeljjupogptphdbsle,5.0,1.5076272967156361
anoruajxqzorhuhifpewaqjxrgrqci,5.0,1.8843718962202498
anprlhdxklrhimzmblqtjeeautvkss,5.0,0.7817733281011643
anrrokbqxgsbxrrwrokiuiopehpckl,5.0,0.6117955298902031
anrwqqhdrbdjvttuicbkrbshqzlmgh,5.0,2.248121691555615
antclsoplaodpvafvgtwacyzteznzt,5.0,0.834433233901427
anwkcxpdsohswncghqzwiwuqvrlvtp,5.0,1.7014684847674055
anwshjmnscxkhmbhwkqnxylqruanuv,5.0,1.8143581578267185
anylpbvkbeodzupwaugzxjktkveizv,5.0,0.9465748969351678
anzxistoakbletgoojapvsxwkoouxg,5.0,1.053487969890162
aobdmaerxescckqlewmvlbgxyoixca,5.0,0.9319812213362604
aobmspyseweulrrkhdtaabhxbuunmy,5.0,1.3882673369351266
aodukpmmahgsohlhhmgbdeobradoid,5.0,0.7956563941757793
aofiipqnbemwgogjovwkhyeokxmpig,5.0,0.7729617699999273
aogitjgmztyqdjxxlgewiumbtwlhxx,5.0,1.9327232642732184
aogqlfftqylssquwuvrvasojfpouir,5.0,0.8959570585047169
aogwktnbzvdzmekaggmutzhqcmbavv,5.0,1.2061119355078547
aohrwyxqvmnveotjjxfkzjudmpdrnh,5.0,1.5636850380570595
aohuwtfaynkcxuglfpsjobichaqzmv,5.0,0.8867340948894153
aoirlnqezudgqzsuirbyodmdiflslr,5.0,0.7679800232296184
aokjabhqhctqldyqeifcuguvksmmuj,5.0,0.631183949753027
aokpwhilcogxdjyrvayqjyfzngmems,5.0,1.6529974351103454
aokspjtqdrtfqhtncmyajpebzbihio,5.0,1.390182242600591
aokvmgsmofzfhbrlmwhospmhtwcluq,5.0,0.8081032810012957
aomyytcizeexovplbwwfammfiitunx,5.0,2.3260643362202087
aomzastnkvikhrypbbysaollmvotzn,5.0,1.0922648096158094
aonypqnebuxppvdshisidkudltuiwh,5.0,0.8554971962215319
aookqtajtcrxvvasegjcbispplpvcl,5.0,1.3418308745476226
aoqdqowlzpnywqqmheduepdkpemhoz,5.0,1.3882673369351266
aorrhsgygpcejrcceesibhbfpgadkb,5.0,0.9825990597667112
aozejdfmnheflvflfaeqtukammtmch,5.0,1.041041083064645
apegcwodcbblxouamyxqwngsedlpgh,5.0,1.328426534889374
apelrfmzopehxwfyqaesopmnjlskwe,5.0,0.4464049031610615
apgfecsuqzodhkqgjxksdonkzenoff,5.0,3.4485375307187387
aphqrsbasjevcbzqrhumiyygfhflyx,5.0,0.6204126053847916
apijfvbkfkcugwygwmwljdjdmywxnx,5.0,2.0830433590121498
aplpegzweaezpxmehpyigrvlhcocfz,5.0,1.435019833558435
apmeltbvybosaljnnaslmgijhmczqo,5.0,1.402270084613833
apsvqdjnqbewvakmobnvhutktxxpqn,5.0,0.6865965324473943
aptnohirherkshaqvpvrdiieuqyhwx,5.0,0.4316373152312082
apubyehrurkullftqbvdfzkmmytlmr,5.0,1.1531827460983863
apvcjahakfxvfcobguahwiqisxdjvq,5.0,1.936553075604147
apvdmhdboeyiltwjkjtqdxuqyipovu,5.0,0.9832049478874247
apzjipcesugetfqvirildldmqbohtp,5.0,1.034570796343448
aqajkhbzdfadcfzvqglhiaaiidjlna,5.0,0.5027356681618184
aqasmmdslyxlyvpauiognfydtlaoiy,5.0,1.0621050453847503
aqcytxtzcoohjfqmyavfebuirnlvri,5.0,1.307242890965177
aqebfbeolomadgtagjvvdotnlsurmn,5.0,1.1123713191031828
aqetjgdrtpybaogheqhxceqjcsfymi,5.0,1.0313468731332331
aqevsjudvalquihnckyhzyvppltosm,5.0,0.8711156455554737
aqihurnuaollfegkvhqngarpqimmfe,5.0,1.1359485951092092
aqildksiacfkbwliolzijwgxmltusl,5.0,1.0127588239977712
aqjpmtanslyfacojyildtxhnnnzyun,5.0,1.5520759224601834
aqlnewqgoefjurcjhyjdvnjcdnoqvf,5.0,1.100881885110398
aqlsctrhsrdlrpybgsbetpaidgtkgg,5.0,0.8516673848906038
aqmtgyfadxlvkbgrqwdysgswgoxwxn,5.0,0.48837387567083773
aqntftdwroigglodwvayqvhcyxgiyd,5.0,1.2497957210012545
aqoyohzeptudhzhzckcsacdqjxtxgh,5.0,1.8493051862214378
aqppmripvlrmzpcivniawzsemabdvi,5.0,1.1601242791356936
aqqxqsaeggttfcpvtscmjdkcwhgdpc,5.0,1.8143581578267185
aqrejeyoijxvnmyvtekeepowyhwazc,5.0,1.0607586273387206
aqrgyjhwfamawljxaziuqtdbgxcdah,5.0,1.869052650896537
aqrzooaeccbghwknlivpwxryjopmvo,5.0,1.3370436103839622
aqutijkszommabrcnlqayfenytfeew,5.0,1.4730393131331914
aqzbvhagmikmknjgilxxhgfrgfxeqt,5.0,1.6804045224473005
araprrcuweehbbuegrxahkicjopefe,5.0,1.3944907803478852
aratneuixolxircuiwhkfdlqfzjeet,5.0,0.8516673848906038
ardiprgqgsaghymqrvfgasktpizadi,5.0,0.8516673848906038
argiykcsbezpgsrtudptflaufwwtyx,5.0,2.6506352364411807
argzfsydhaahdrlcdejhzytybjveoh,5.0,0.7879967715139228
argzrcannjmalsdvwtxbqnaylfzpxr,5.0,1.5571324702330491
arjhkqfjvywgshzudqdumndggfzgsr,5.0,1.4862435601096002
arjowuotuhvkbltkumsdkbjokltnhm,5.0,1.512693194613822
armjwgykyzgaulwsjwgckjktbyzmuo,5.0,0.6505723696158511
armzkkomtfczwyhensgdziqgratwol,5.0,1.8891591603839095
arocygsdrkfmgxggolaqvqiycviefd,5.0,1.7798898558483651
arsafcrscaisrggtixdaqlihkqtueg,5.0,1.4910308242732595
arscvtvieezomyubtdhqnpeshuzdik,5.0,1.535320497887373
arsfnzmioyqxpxorleufbzbnyvmkwz,5.0,0.7859621842443671
artfuufswlquwgnohyaxajksbjilow,5.0,1.5106586073442667
arurxnvmmbnjzqhsqniihaivcncvff,5.0,1.4239623753554185
aruymyyotjuazlmirotjidazobfkwd,5.0,2.025274544737231
arwlwlaxpyguzjuiryhgoasgpskyry,5.0,1.4461034721123471
arxpfseqigztvwqnyyinccjzjjpiuo,5.0,1.7440751358239823
asisqpelsyfpbpfzqoghbsqeognwkd,5.0,1.1218186857261556
asiuprepjdsctlciwuakoctudzdgex,5.0,0.9779613976081657
asiwjpmixlrrxkwkzynqcslcgqdpfg,5.0,1.9896019466177064
asldufzprgchbzzwvsnqbecwjhelja,5.0,0.7719295161646381
asmcptgdvttybaijwehlwofatuylbk,5.0,1.0220416284151184
asmmqqocbmmdprmqncwhjfevrlhlcz,5.0,1.1165003344443396
asnirrdllgltpgdqsyenjkpdmbakpm,5.0,0.6904263437783226
asogcwrysffmmrytnlcsxxhvgvopad,5.0,1.0271580169900307
asoihfpopoqahpficpfzswxiqgtnuc,5.0,1.0728763897529858
assluzbvdbxkvbywibhvjwvfenxobg,5.0,2.4649323974676336
assquzwtlnqbylufqxqgkncqfhlskz,5.0,1.6008162557264491
asthmqiqrrwvzmquvknoawcitxlmup,5.0,1.1919595858240342
asvyeqssfhhynoqvluurndobjzqted,5.0,2.2737634752322204
asxcasjzspyzvfdqvqwbueoacnhanu,5.0,1.0874775454521497
asxddtgvaaacbvwjzwcutteuumherh,5.0,1.6804045224473005
aszmpknjvbmywmwfjqndyjwefqhvrg,5.0,1.7268409848348054
atawgabfxnmgakkezdszessgoljzgm,5.0,0.8420928565632836
athjqazeuxkkzmxhlvnwpqhbhinmxu,5.0,0.7172350230948199
athxsgquasucredesprwmnflscqmop,5.0,0.5616190173748393
atizbjmzvpaicdabghotlwaucqxpmg,5.0,0.7994862055067073
atknfxbvwfybortcixwjhvkgknscwl,5.0,0.9216811232841348
atlmiugvrlkaysatdikohhwseurllv,5.0,1.6664017747685944
atndpsklptvdeybiygrwxablqlobqi,5.0,0.9250322081986969
atoidjmnsbzefhqrlkkmbyguqesbjv,5.0,0.7599613557554874
atphtgkphqresplehbuotesssymtwb,5.0,2.034849073064551
atptoikyzdkfguiwwvxmgsfnsqilzv,5.0,0.5151825549873351
atrilfefheqwhtrxbxddgeeswnjlcd,5.0,2.217273758101029
atszxpfdskisfeqgnjgbuibdanqrbo,5.0,1.3564320302467863
atulbewnrmzdpxfvgdwunkwiyoxykq,5.0,0.9745878723928364
atvjybxcqqvtimflrzkstucgnsprlg,5.0,1.0970520737794698
atvqgmaqhroawgkynegwtpcfniofhx,5.0,1.4814562959459396
atwskcnxvuiqnbuxqnhvtutswnccwi,5.0,1.7971240068375414
atwswdxewrgoesctfcsnqvjxpyxcbn,5.0,1.6173248369908206
atxnbbtyffbridlvwkgxwrvsjquiod,5.0,1.1842999631621778
atxoxbdcjhzmkogiooewotasuvoqmb,5.0,0.5757713670586599
atzuystwhnkdycarmfiuvzgcwtnejz,5.0,0.7184318391357352
aubjlbncsryobwdiazbbqdnnruadhq,5.0,0.8420928565632836
auchtlhsprmujkkznwadwusuocgqzb,5.0,0.6117955298902031
audcyokwqdhtpeuvnnzpxhwhrdlzbh,5.0,2.110308324444246
aueumiqqfljfeziedhetgvfyxkfelm,5.0,0.5757713670586599
auklyffjotiitcrdsajtlrxduyzzfd,5.0,1.3322563462203023
aulsdbocmgctgdfjnskwqjvijynewx,5.0,1.3633735632840935
aunetpydigmmwryrpuqpjnjubwigjo,5.0,1.1601242791356936
aupfzptiosunkefbmvnxxvyfgkzjht,5.0,1.241178645506666
auquaexjavhwlkvkizbfbzzhsuocam,5.0,0.631183949753027
aurvvfuwwwdpvhegadkjuqeehjlhci,5.0,1.3844375256041983
auujiojahnkevvecempgagojyqcanh,5.0,1.053487969890162
auyymacegldglfklrjpzhhulbrtjlt,5.0,0.9938079899999062
auzqliphfjomgbedqftopmceudghzz,5.0,1.476437148674352
avadnuammiuqmrnxplcjreokwsojua,5.0,0.8953511703840037
avbhwposibtzcxxdmfphvqkpiqpijt,5.0,1.422047469689955
avewtqrvaupvmlhsxdzspivyuqiipc,5.0,0.44121184355852855
avftrnpeooynhzhyeknoccotrqlwfs,5.0,0.5633244802331432
aviohjfkbeqzxwcwmobiogykwfnuat,5.0,1.3650060951649041
aviwqkozsgivloazjwmptralhfzqvm,5.0,1.1938744914894983
avmypzycvckinyischftnscqprwatu,5.0,1.7122398291356413
avqevcncgmmaaotbenfsmclfurzuoe,5.0,1.301019447552419
avrlnznchatazzfsoekkypumxijehx,5.0,0.6990434192729108
avrypwclseitatgicbmhhflxbafnba,5.0,1.2933598248905622
avurkyjefujhgzttqcyqbomezoaqyp,5.0,1.1321187837782813
avvfvntwhkrxcomvkvxtmitryovppz,5.0,1.521510362790251
avzhgusepyuiaatnjgrfnedqiyzxwt,5.0,1.7230111735038767
avzweulvcbzsxnsqnuicvjbfnigssy,5.0,1.1531827460983863
awajpkgfybyezgeafgnkgyzvmvfxhu,5.0,1.079817922790293
awarorcgrlkrqrwwjnepktjipbkrak,5.0,1.4436799196294945
awbknghisaovnassldmafrlvikfvxc,5.0,1.5477673847128894
awbptdcoiyarkdauwblaanhdwvquek,5.0,1.441316207948687
awdeazhaiwwcuqimwfbjvyedccoipc,5.0,1.6928514092728166
awexnedbdcoppbnvxsphzfoxfjeheb,5.0,1.4474667203839515
awicsjjkjottcmendireidxtgeorpr,5.0,1.0095349007875563
awipfcoklelbfybxoarlwbvjcawxzl,5.0,1.8939464245475697
awmicyjeejoczvnxngfyewkiwlugrt,5.0,1.609665214328965
awndqzfvbbzceafuidkpfvxdnvirpg,5.0,1.0659348567156783
awnyugrspsazbykywqpniaoijhbbfi,5.0,1.262242607826771
awvlejxzbkrlfsprwworidlvdbmdfc,5.0,0.9681175856716396
awwdjycnsfzvadghcnzjmnxhhoqgse,5.0,1.0728763897529858
awwsedzbrajpxszzsvexhtrpvtuzer,5.0,2.378245515604105
awxizkwjauinwhlfpjzhoayyvlpwtc,5.0,1.7894643841756852
awzflangxcnhshysgejjggzpogkwuf,5.0,1.8212996908640258
axakkbiscvqmfamuynvzmsssgrdevq,5.0,1.137252002578768
axbsjsvcxlfeveykjqxmibquvpylqr,5.0,1.7617880132295252
axcguiqbvoezpfealxynuwwtnwknml,5.0,1.0728763897529858
axdpjhrbgzathcbzajpvsvstuxfuyw,5.0,2.122096962447259
axepyzermdxvjrcfcluiucetfdovic,5.0,0.536725243723806
axhphoowrbnwjrvnpmervcnqjnhlcf,5.0,1.994037646069348
axijqlcooelkxxwuxkkkctsyhecycg,5.0,1.2277743058484172
axitmhvqesuwxhktnoccekizmsytij,5.0,1.2053639254822828
axkfnkrarsxtrwbcknmuxghbpdztep,5.0,1.2545829851649146
axnsygkpvkaqjjvgysosaileoipkmp,5.0,0.8829042835584872
axozlsroyiovlbaytqobijbwjenlov,5.0,2.339468675878457
axqpfrsyggnmvbvyjdjumdgecedjmx,5.0,0.7599613557554874
axrguilucocdqpenogbkbenrnzmtty,5.0,0.759632231344236
axrhzkbmajwjbtubbqteuuqrqkievz,5.0,0.7545756835713697
axrqogpekunfyjfwqeaqceqpudbsxa,5.0,2.0597428467155843
axtbzyfhhesyuorwxycitbargovbyk,5.0,2.3940434873441845
axtexqclkoesvaqkpwjimwzkpntnks,5.0,1.1842999631621778
axtnzxhhtczoafbisqlkaizrijeetj,5.0,1.2799554852323136
axualzgnxbswekdleavweltrrquwsw,5.0,0.9639287295284364
axwuagjazcnwqurjrxryyilsdyfwst,5.0,1.5496822903783538
axwwgcwezgftqiuzwfqustogmhvibj,5.0,0.7464373344931472
axxgiyipnitnyewfdluubjwdaquhwy,5.0,1.2373488341757375
axzdehlryklncxjzqujydthkzbinof,5.0,0.8167203564958839
ayadjnsvqfpyyvuunbbkoqchxvxbbd,5.0,0.9918220233820132
aybmvlnvspbcgexhafcksobxsauesm,5.0,0.834433233901427
aybrbubjrqbgdvtnreomjphodxseoy,5.0,1.8431715040117493
aycfcyizorjfinnatjhmyzqekouelh,5.0,0.6872024205681077
aydqpjnmnbelsnsjadnpushfcdqmtc,5.0,1.0271580169900307
